"id"|"description"|"possible_year"|"all_digits_pieces_from_text"|"description_digits_removed"|"desc_without_puct"|"short_words_removed"
"1526"|1525|"dynamic itemset counting and implication rules for market basket data 1997,\"shalom tsur , rajeev motwani , sergey brin , jeffrey d. ullman\",sigmod conference,"|"1997"|1|"dynamic itemset counting and implication rules for market basket data     ,\"shalom tsur , rajeev motwani , sergey brin , jeffrey d. ullman\",sigmod conference,"|"dynamic itemset counting and implication rules for market basket data shalom tsur rajeev motwani sergey brin jeffrey d ullman sigmod conference"|"dynamic itemset counting and implication rules for market basket data shalom tsur rajeev motwani sergey brin jeffrey ullman sigmod conference"
"1527"|1526|"\"unbundling active functionality hans fritschi , arne koschel , g√ºnter von b√ºltzingsloewen , stella gatziu\",,sigmod record,1998"|"1998"|1|"\"unbundling active functionality hans fritschi , arne koschel , g√ºnter von b√ºltzingsloewen , stella gatziu\",,sigmod record,    "|"unbundling active functionality hans fritschi arne koschel g√ nter von b√ ltzingsloewen stella gatziu sigmod record"|"unbundling active functionality hans fritschi arne koschel nter von ltzingsloewen stella gatziu sigmod record"
"1528"|1527|"checks and balances : monitoring data quality problems in network traffic databases 2003,\"flip korn , yunyue zhu , s. muthukrishnan\",vldb,"|"2003"|1|"checks and balances : monitoring data quality problems in network traffic databases     ,\"flip korn , yunyue zhu , s. muthukrishnan\",vldb,"|"checks and balances monitoring data quality problems in network traffic databases flip korn yunyue zhu s muthukrishnan vldb"|"checks and balances monitoring data quality problems network traffic databases flip korn yunyue zhu muthukrishnan vldb"
"1529"|1528|"\"the cubetree storage organization yannis kotidis , nick roussopoulos\",,vldb,1998"|"1998"|1|"\"the cubetree storage organization yannis kotidis , nick roussopoulos\",,vldb,    "|"the cubetree storage organization yannis kotidis nick roussopoulos vldb"|"the cubetree storage organization yannis kotidis nick roussopoulos vldb"
"1530"|1529|"multigranularity locking in multiple job classes transaction processing system,\"sheung-lun hung , shan-hoi ng\",sigmod record,1995"|"1995"|1|"multigranularity locking in multiple job classes transaction processing system,\"sheung-lun hung , shan-hoi ng\",sigmod record,    "|"multigranularity locking in multiple job classes transaction processing system sheung lun hung shan hoi ng sigmod record"|"multigranularity locking multiple job classes transaction processing system sheung lun hung shan hoi sigmod record"
"1531"|1530|"\"a robust , optimization-based approach for approximate answering of aggregate queries 2001\",\"vivek r. narasayya , gautam das , surajit chaudhuri\",sigmod conference,"|"2001"|1|"\"a robust , optimization-based approach for approximate answering of aggregate queries     \",\"vivek r. narasayya , gautam das , surajit chaudhuri\",sigmod conference,"|"a robust optimization based approach for approximate answering of aggregate queries vivek r narasayya gautam das surajit chaudhuri sigmod conference"|"robust optimization based approach for approximate answering aggregate queries vivek narasayya gautam das surajit chaudhuri sigmod conference"
"1532"|1531|"optimizing the secure evaluation of twig queries vldb,\"sihem amer-yahia , divesh srivastava , sungran cho , laks v. s. lakshmanan\",,2002"|"2002"|1|"optimizing the secure evaluation of twig queries vldb,\"sihem amer-yahia , divesh srivastava , sungran cho , laks v. s. lakshmanan\",,    "|"optimizing the secure evaluation of twig queries vldb sihem amer yahia divesh srivastava sungran cho laks v s lakshmanan"|"optimizing the secure evaluation twig queries vldb sihem amer yahia divesh srivastava sungran cho laks lakshmanan"
"1533"|1532|"illustra 's web datablade module john gaffney 1996,,sigmod record,"|"1996"|1|"illustra 's web datablade module john gaffney     ,,sigmod record,"|"illustra s web datablade module john gaffney sigmod record"|"illustra web datablade module john gaffney sigmod record"
"1534"|1533|"\"sequence query processing raghu ramakrishnan , miron livny , praveen seshadri sigmod conference 1994\",,,"|"1994"|1|"\"sequence query processing raghu ramakrishnan , miron livny , praveen seshadri sigmod conference     \",,,"|"sequence query processing raghu ramakrishnan miron livny praveen seshadri sigmod conference"|"sequence query processing raghu ramakrishnan miron livny praveen seshadri sigmod conference"
"1535"|1534|"innovation in database management : computer science vs. engineering vldb,kenneth r. jacobs,,1997"|"1997"|1|"innovation in database management : computer science vs. engineering vldb,kenneth r. jacobs,,    "|"innovation in database management computer science vs engineering vldb kenneth r jacobs"|"innovation database management computer science engineering vldb kenneth jacobs"
"1536"|1535|"\"oodb indexing by class-division sridhar ramaswamy , paris c. kanellakis\",,sigmod conference,1995"|"1995"|1|"\"oodb indexing by class-division sridhar ramaswamy , paris c. kanellakis\",,sigmod conference,    "|"oodb indexing by class division sridhar ramaswamy paris c kanellakis sigmod conference"|"oodb indexing class division sridhar ramaswamy paris kanellakis sigmod conference"
"1537"|1536|"\"toto , we 're not in kansas anymore : on transitioning from research to the real ( invited industrial talk ) 2000\",michael j. carey,vldb,"|"2000"|1|"\"toto , we 're not in kansas anymore : on transitioning from research to the real ( invited industrial talk )     \",michael j. carey,vldb,"|"toto we re not in kansas anymore on transitioning from research to the real invited industrial talk michael j carey vldb"|"toto not kansas anymore transitioning from research the real invited industrial talk michael carey vldb"
"1538"|1537|"an optimisation scheme for coalesce/valid time selection operator sequences costas vassilakis sigmod record 2000,,,"|"2000"|1|"an optimisation scheme for coalesce/valid time selection operator sequences costas vassilakis sigmod record     ,,,"|"an optimisation scheme for coalesce valid time selection operator sequences costas vassilakis sigmod record"|"optimisation scheme for coalesce valid time selection operator sequences costas vassilakis sigmod record"
"1539"|1538|"\"automated selection of materialized views and indexes in sql databases surajit chaudhuri , sanjay agrawal , vivek r. narasayya vldb 2000\",,,"|"2000"|1|"\"automated selection of materialized views and indexes in sql databases surajit chaudhuri , sanjay agrawal , vivek r. narasayya vldb     \",,,"|"automated selection of materialized views and indexes in sql databases surajit chaudhuri sanjay agrawal vivek r narasayya vldb"|"automated selection materialized views and indexes sql databases surajit chaudhuri sanjay agrawal vivek narasayya vldb"
"1540"|1539|"efficient management of multiversion documents by object referencing vldb,\"vassilis j. tsotras , carlo zaniolo , shu-yao chien\",,2001"|"2001"|1|"efficient management of multiversion documents by object referencing vldb,\"vassilis j. tsotras , carlo zaniolo , shu-yao chien\",,    "|"efficient management of multiversion documents by object referencing vldb vassilis j tsotras carlo zaniolo shu yao chien"|"efficient management multiversion documents object referencing vldb vassilis tsotras carlo zaniolo shu yao chien"
"1541"|1540|"\"efficient index structures for string databases tamer kahveci , ambuj k. singh vldb 2001\",,,"|"2001"|1|"\"efficient index structures for string databases tamer kahveci , ambuj k. singh vldb     \",,,"|"efficient index structures for string databases tamer kahveci ambuj k singh vldb"|"efficient index structures for string databases tamer kahveci ambuj singh vldb"
"1542"|1541|"data mining techniques sigmod conference,jiawei han,,1996"|"1996"|1|"data mining techniques sigmod conference,jiawei han,,    "|"data mining techniques sigmod conference jiawei han"|"data mining techniques sigmod conference jiawei han"
"1543"|1542|"extraction of object-oriented structures from existing relational databases,\"julia e. hodges , shekar ramanathan\",sigmod record,1997"|"1997"|1|"extraction of object-oriented structures from existing relational databases,\"julia e. hodges , shekar ramanathan\",sigmod record,    "|"extraction of object oriented structures from existing relational databases julia e hodges shekar ramanathan sigmod record"|"extraction object oriented structures from existing relational databases julia hodges shekar ramanathan sigmod record"
"1544"|1543|"\"multi-dimensional regression analysis of time-series data streams benjamin w. wah , yixin chen , jianyong wang , guozhu dong , jiawei han vldb 2002\",,,"|"2002"|1|"\"multi-dimensional regression analysis of time-series data streams benjamin w. wah , yixin chen , jianyong wang , guozhu dong , jiawei han vldb     \",,,"|"multi dimensional regression analysis of time series data streams benjamin w wah yixin chen jianyong wang guozhu dong jiawei han vldb"|"multi dimensional regression analysis time series data streams benjamin wah yixin chen jianyong wang guozhu dong jiawei han vldb"
"1545"|1544|"\"proceedings of the 2000 acm sigmod international conference on management of data , may 16-18 , 2000 , dallas , texas , usa\",?,sigmod conference,2000"|"2000|16|18|2000|2000"|5|"\"proceedings of the      acm sigmod international conference on management of data , may   -   ,      , dallas , texas , usa\",?,sigmod conference,    "|"proceedings of the acm sigmod international conference on management of data may dallas texas usa sigmod conference"|"proceedings the acm sigmod international conference management data may dallas texas usa sigmod conference"
"1546"|1545|"dynamic information visualization sigmod record 1996,yannis e. ioannidis,,"|"1996"|1|"dynamic information visualization sigmod record     ,yannis e. ioannidis,,"|"dynamic information visualization sigmod record yannis e ioannidis"|"dynamic information visualization sigmod record yannis ioannidis"
"1547"|1546|"grid data management systems & services 2003,\"reagan moore , arun jagatheesan , paul watson , norman w. paton\",vldb,"|"2003"|1|"grid data management systems & services     ,\"reagan moore , arun jagatheesan , paul watson , norman w. paton\",vldb,"|"grid data management systems services reagan moore arun jagatheesan paul watson norman w paton vldb"|"grid data management systems services reagan moore arun jagatheesan paul watson norman paton vldb"
"1548"|1547|"comparative analysis of six xml schema languages,\"dongwon lee , wesley w. chu\",sigmod record,2000"|"2000"|1|"comparative analysis of six xml schema languages,\"dongwon lee , wesley w. chu\",sigmod record,    "|"comparative analysis of six xml schema languages dongwon lee wesley w chu sigmod record"|"comparative analysis six xml schema languages dongwon lee wesley chu sigmod record"
"1549"|1548|"graphdb : modeling and querying graphs in databases ralf hartmut g√ºting 1994,,vldb,"|"1994"|1|"graphdb : modeling and querying graphs in databases ralf hartmut g√ºting     ,,vldb,"|"graphdb modeling and querying graphs in databases ralf hartmut g√ ting vldb"|"graphdb modeling and querying graphs databases ralf hartmut ting vldb"
"1550"|1549|"\"the five-minute rule ten years later , and other computer storage rules of thumb sigmod record\",\"jim gray , goetz graefe\",,1997"|"1997"|1|"\"the five-minute rule ten years later , and other computer storage rules of thumb sigmod record\",\"jim gray , goetz graefe\",,    "|"the five minute rule ten years later and other computer storage rules of thumb sigmod record jim gray goetz graefe"|"the five minute rule ten years later and other computer storage rules thumb sigmod record jim gray goetz graefe"
"1551"|1550|"\"cache fusion : extending shared-disk clusters with shared caches tirthankar lahiri , n. macnaughton , sashikanth chandrasekaran , wilson chan , vinay srihari vldb 2001\",,,"|"2001"|1|"\"cache fusion : extending shared-disk clusters with shared caches tirthankar lahiri , n. macnaughton , sashikanth chandrasekaran , wilson chan , vinay srihari vldb     \",,,"|"cache fusion extending shared disk clusters with shared caches tirthankar lahiri n macnaughton sashikanth chandrasekaran wilson chan vinay srihari vldb"|"cache fusion extending shared disk clusters with shared caches tirthankar lahiri macnaughton sashikanth chandrasekaran wilson chan vinay srihari vldb"
"1552"|1551|"\"www-udk : a web-based environmental meta-information system rudolf legat , arne koschel , andree keitel , ralf kramer , claudia rolker , ralf nikolai , peter c. lockemann , konrad zirm 1997\",,sigmod record,"|"1997"|1|"\"www-udk : a web-based environmental meta-information system rudolf legat , arne koschel , andree keitel , ralf kramer , claudia rolker , ralf nikolai , peter c. lockemann , konrad zirm     \",,sigmod record,"|"www udk a web based environmental meta information system rudolf legat arne koschel andree keitel ralf kramer claudia rolker ralf nikolai peter c lockemann konrad zirm sigmod record"|"www udk web based environmental meta information system rudolf legat arne koschel andree keitel ralf kramer claudia rolker ralf nikolai peter lockemann konrad zirm sigmod record"
"1553"|1552|"\"on the computation of relational view complements gottfried vossen , jens lechtenb√∂rger\",,acm trans . database syst .,2003"|"2003"|1|"\"on the computation of relational view complements gottfried vossen , jens lechtenb√∂rger\",,acm trans . database syst .,    "|"on the computation of relational view complements gottfried vossen jens lechtenb√ rger acm trans database syst"|"the computation relational view complements gottfried vossen jens lechtenb√ rger acm trans database syst"
"1554"|1553|"\"database indexing for large dna and protein sequence collections robert w. irving , malcolm p. atkinson , ela hunt vldb j.\",,,2002"|"2002"|1|"\"database indexing for large dna and protein sequence collections robert w. irving , malcolm p. atkinson , ela hunt vldb j.\",,,    "|"database indexing for large dna and protein sequence collections robert w irving malcolm p atkinson ela hunt vldb j"|"database indexing for large dna and protein sequence collections robert irving malcolm atkinson ela hunt vldb"
"1555"|1554|"\"mars : a system for publishing xml from mixed and redundant storage alin deutsch , val tannen 2003\",,vldb,"|"2003"|1|"\"mars : a system for publishing xml from mixed and redundant storage alin deutsch , val tannen     \",,vldb,"|"mars a system for publishing xml from mixed and redundant storage alin deutsch val tannen vldb"|"mars system for publishing xml from mixed and redundant storage alin deutsch val tannen vldb"
"1556"|1555|"incremental organization for data recording and warehousing,\"s. sudarshan , p. p. s. narayan , rama kanneganti , h. v. jagadish , s. seshadri\",vldb,1997"|"1997"|1|"incremental organization for data recording and warehousing,\"s. sudarshan , p. p. s. narayan , rama kanneganti , h. v. jagadish , s. seshadri\",vldb,    "|"incremental organization for data recording and warehousing s sudarshan p p s narayan rama kanneganti h v jagadish s seshadri vldb"|"incremental organization for data recording and warehousing sudarshan narayan rama kanneganti jagadish seshadri vldb"
"1557"|1556|"understanding the semantics of sensor data murali mani,,sigmod record,2003"|"2003"|1|"understanding the semantics of sensor data murali mani,,sigmod record,    "|"understanding the semantics of sensor data murali mani sigmod record"|"understanding the semantics sensor data murali mani sigmod record"
"1558"|1557|"power efficient data gathering and aggregation in wireless sensor networks sigmod record 2003,\"ibrahim korpeoglu , h√ºseyin √∂zg√ºr tan\",,"|"2003"|1|"power efficient data gathering and aggregation in wireless sensor networks sigmod record     ,\"ibrahim korpeoglu , h√ºseyin √∂zg√ºr tan\",,"|"power efficient data gathering and aggregation in wireless sensor networks sigmod record ibrahim korpeoglu h√ seyin √ zg√ r tan"|"power efficient data gathering and aggregation wireless sensor networks sigmod record ibrahim korpeoglu seyin zg√ tan"
"1559"|1558|"treasurer 's message sigmod record,joachim hammer,,2003"|"2003"|1|"treasurer 's message sigmod record,joachim hammer,,    "|"treasurer s message sigmod record joachim hammer"|"treasurer message sigmod record joachim hammer"
"1560"|1559|"\"multi-step processing of spatial joins ralf schneider , thomas brinkhoff , bernhard seeger , hans-peter kriegel\",,sigmod conference,1994"|"1994"|1|"\"multi-step processing of spatial joins ralf schneider , thomas brinkhoff , bernhard seeger , hans-peter kriegel\",,sigmod conference,    "|"multi step processing of spatial joins ralf schneider thomas brinkhoff bernhard seeger hans peter kriegel sigmod conference"|"multi step processing spatial joins ralf schneider thomas brinkhoff bernhard seeger hans peter kriegel sigmod conference"
"1561"|1560|"combining multi-visual features for efficient indexing in a large image database vldb j.,\"quan z. sheng , anne h. h. ngu , ron lei , du q. huynh\",,2001"|"2001"|1|"combining multi-visual features for efficient indexing in a large image database vldb j.,\"quan z. sheng , anne h. h. ngu , ron lei , du q. huynh\",,    "|"combining multi visual features for efficient indexing in a large image database vldb j quan z sheng anne h h ngu ron lei du q huynh"|"combining multi visual features for efficient indexing large image database vldb quan sheng anne ngu ron lei huynh"
"1562"|1561|"\"lifestreams : a storage model for personal data eric freeman , david gelernter 1996\",,sigmod record,"|"1996"|1|"\"lifestreams : a storage model for personal data eric freeman , david gelernter     \",,sigmod record,"|"lifestreams a storage model for personal data eric freeman david gelernter sigmod record"|"lifestreams storage model for personal data eric freeman david gelernter sigmod record"
"1563"|1562|"computing complete answers to queries in the presence of limited access patterns chen li 2003,,vldb j.,"|"2003"|1|"computing complete answers to queries in the presence of limited access patterns chen li     ,,vldb j.,"|"computing complete answers to queries in the presence of limited access patterns chen li vldb j"|"computing complete answers queries the presence limited access patterns chen vldb"
"1564"|1563|"\"report on the web dynamics workshop at www 2002 alexandra poulovassilis , mark levene\",,sigmod record,2002"|"2002|2002"|2|"\"report on the web dynamics workshop at www      alexandra poulovassilis , mark levene\",,sigmod record,    "|"report on the web dynamics workshop at www alexandra poulovassilis mark levene sigmod record"|"report the web dynamics workshop www alexandra poulovassilis mark levene sigmod record"
"1565"|1564|"\"dblearn : a system prototype for knowledge discovery in relational databases yue huang , yandong cai , yongjian fu , nick cercone , jiawei han sigmod conference 1994\",,,"|"1994"|1|"\"dblearn : a system prototype for knowledge discovery in relational databases yue huang , yandong cai , yongjian fu , nick cercone , jiawei han sigmod conference     \",,,"|"dblearn a system prototype for knowledge discovery in relational databases yue huang yandong cai yongjian fu nick cercone jiawei han sigmod conference"|"dblearn system prototype for knowledge discovery relational databases yue huang yandong cai yongjian nick cercone jiawei han sigmod conference"
"1566"|1565|"\"information gathering in the world-wide web : the w3ql query language and the w3qs system david konopnicki , oded shmueli\",,acm trans . database syst .,1998"|"3|3|1998"|3|"\"information gathering in the world-wide web : the w ql query language and the w qs system david konopnicki , oded shmueli\",,acm trans . database syst .,    "|"information gathering in the world wide web the w ql query language and the w qs system david konopnicki oded shmueli acm trans database syst"|"information gathering the world wide web the query language and the system david konopnicki oded shmueli acm trans database syst"
"1567"|1566|"advanced database technologies in a diabetic healthcare system 2002,\"chenyi xia , wynne hsu , keng lik teo , mong-li lee , beng chin ooi , pranab kumar mohanty\",vldb,"|"2002"|1|"advanced database technologies in a diabetic healthcare system     ,\"chenyi xia , wynne hsu , keng lik teo , mong-li lee , beng chin ooi , pranab kumar mohanty\",vldb,"|"advanced database technologies in a diabetic healthcare system chenyi xia wynne hsu keng lik teo mong li lee beng chin ooi pranab kumar mohanty vldb"|"advanced database technologies diabetic healthcare system chenyi xia wynne hsu keng lik teo mong lee beng chin ooi pranab kumar mohanty vldb"
"1568"|1567|"\"counting , enumerating , and sampling of execution plans in a cost-based query optimizer c√©sar a. galindo-legaria , florian waas 2000\",,sigmod conference,"|"2000"|1|"\"counting , enumerating , and sampling of execution plans in a cost-based query optimizer c√©sar a. galindo-legaria , florian waas     \",,sigmod conference,"|"counting enumerating and sampling of execution plans in a cost based query optimizer c√ sar a galindo legaria florian waas sigmod conference"|"counting enumerating and sampling execution plans cost based query optimizer sar galindo legaria florian waas sigmod conference"
"1569"|1568|"parallel evaluation of multi-join queries 1995,\"jan flokstra , annita n. wilschut , peter m. g. apers\",sigmod conference,"|"1995"|1|"parallel evaluation of multi-join queries     ,\"jan flokstra , annita n. wilschut , peter m. g. apers\",sigmod conference,"|"parallel evaluation of multi join queries jan flokstra annita n wilschut peter m g apers sigmod conference"|"parallel evaluation multi join queries jan flokstra annita wilschut peter apers sigmod conference"
"1570"|1569|"\"data mining on an oltp system ( nearly ) for free erik riedel , gregory r. ganger , david nagle , christos faloutsos\",,sigmod conference,2000"|"2000"|1|"\"data mining on an oltp system ( nearly ) for free erik riedel , gregory r. ganger , david nagle , christos faloutsos\",,sigmod conference,    "|"data mining on an oltp system nearly for free erik riedel gregory r ganger david nagle christos faloutsos sigmod conference"|"data mining oltp system nearly for free erik riedel gregory ganger david nagle christos faloutsos sigmod conference"
"1571"|1570|"a platform based on the multi-dimensional data model for analysis of bio-molecular structures vldb 2003,\"srinath srinivasa , sujit kumar\",,"|"2003"|1|"a platform based on the multi-dimensional data model for analysis of bio-molecular structures vldb     ,\"srinath srinivasa , sujit kumar\",,"|"a platform based on the multi dimensional data model for analysis of bio molecular structures vldb srinath srinivasa sujit kumar"|"platform based the multi dimensional data model for analysis bio molecular structures vldb srinath srinivasa sujit kumar"
"1572"|1571|"an overview and classification of mediated query systems 1999,\"klaus r. dittrich , ruxandra domenig\",sigmod record,"|"1999"|1|"an overview and classification of mediated query systems     ,\"klaus r. dittrich , ruxandra domenig\",sigmod record,"|"an overview and classification of mediated query systems klaus r dittrich ruxandra domenig sigmod record"|"overview and classification mediated query systems klaus dittrich ruxandra domenig sigmod record"
"1573"|1572|"\"local dimensionality reduction : a new approach to indexing high dimensional spaces kaushik chakrabarti , sharad mehrotra\",,vldb,2000"|"2000"|1|"\"local dimensionality reduction : a new approach to indexing high dimensional spaces kaushik chakrabarti , sharad mehrotra\",,vldb,    "|"local dimensionality reduction a new approach to indexing high dimensional spaces kaushik chakrabarti sharad mehrotra vldb"|"local dimensionality reduction new approach indexing high dimensional spaces kaushik chakrabarti sharad mehrotra vldb"
"1574"|1573|"supporting global user profiles through trusted authorities sigmod record,ibrahim cingil,,2002"|"2002"|1|"supporting global user profiles through trusted authorities sigmod record,ibrahim cingil,,    "|"supporting global user profiles through trusted authorities sigmod record ibrahim cingil"|"supporting global user profiles through trusted authorities sigmod record ibrahim cingil"
"1575"|1574|"mqseries and cics link for lotus notes 1996,?,sigmod record,"|"1996"|1|"mqseries and cics link for lotus notes     ,?,sigmod record,"|"mqseries and cics link for lotus notes sigmod record"|"mqseries and cics link for lotus notes sigmod record"
"1576"|1575|"\"the propel distributed services platform runping qi , kuan yee , brian sterling , nicolas adiba , michael j. carey , david rieber , steve kirsch , michael blow , john c. shafer , rajendra panwar , daniela florescu , mary roth , dan wineman , david li , bert van der linden , brian vickery , ivan oprencak , tolga urhan 2001\",,vldb,"|"2001"|1|"\"the propel distributed services platform runping qi , kuan yee , brian sterling , nicolas adiba , michael j. carey , david rieber , steve kirsch , michael blow , john c. shafer , rajendra panwar , daniela florescu , mary roth , dan wineman , david li , bert van der linden , brian vickery , ivan oprencak , tolga urhan     \",,vldb,"|"the propel distributed services platform runping qi kuan yee brian sterling nicolas adiba michael j carey david rieber steve kirsch michael blow john c shafer rajendra panwar daniela florescu mary roth dan wineman david li bert van der linden brian vickery ivan oprencak tolga urhan vldb"|"the propel distributed services platform runping kuan yee brian sterling nicolas adiba michael carey david rieber steve kirsch michael blow john shafer rajendra panwar daniela florescu mary roth dan wineman david bert van der linden brian vickery ivan oprencak tolga urhan vldb"
"1577"|1576|"cost estimation of user-defined methods in object-relational database systems 1999,\"kinji ono , jihad boulos\",sigmod record,"|"1999"|1|"cost estimation of user-defined methods in object-relational database systems     ,\"kinji ono , jihad boulos\",sigmod record,"|"cost estimation of user defined methods in object relational database systems kinji ono jihad boulos sigmod record"|"cost estimation user defined methods object relational database systems kinji ono jihad boulos sigmod record"
"1578"|1577|"safe query languages for constraint databases acm trans . database syst .,peter z. revesz,,1998"|"1998"|1|"safe query languages for constraint databases acm trans . database syst .,peter z. revesz,,    "|"safe query languages for constraint databases acm trans database syst peter z revesz"|"safe query languages for constraint databases acm trans database syst peter revesz"
"1579"|1578|"gigascope : a stream database for network applications 2003,\"theodore johnson , charles d. cranor , oliver spatscheck , vladislav shkapenyuk\",sigmod conference,"|"2003"|1|"gigascope : a stream database for network applications     ,\"theodore johnson , charles d. cranor , oliver spatscheck , vladislav shkapenyuk\",sigmod conference,"|"gigascope a stream database for network applications theodore johnson charles d cranor oliver spatscheck vladislav shkapenyuk sigmod conference"|"gigascope stream database for network applications theodore johnson charles cranor oliver spatscheck vladislav shkapenyuk sigmod conference"
"1580"|1579|"from focused crawling to expert information : an application framework for web exploration and portal generation 2003,\"martin theobald , sergej sizov , jens graupmann\",vldb,"|"2003"|1|"from focused crawling to expert information : an application framework for web exploration and portal generation     ,\"martin theobald , sergej sizov , jens graupmann\",vldb,"|"from focused crawling to expert information an application framework for web exploration and portal generation martin theobald sergej sizov jens graupmann vldb"|"from focused crawling expert information application framework for web exploration and portal generation martin theobald sergej sizov jens graupmann vldb"
"1581"|1580|"\"optimizing relational queries in connection hypergraphs : nested queries , views , and binding propagations jia liang han vldb j. 1998\",,,"|"1998"|1|"\"optimizing relational queries in connection hypergraphs : nested queries , views , and binding propagations jia liang han vldb j.     \",,,"|"optimizing relational queries in connection hypergraphs nested queries views and binding propagations jia liang han vldb j"|"optimizing relational queries connection hypergraphs nested queries views and binding propagations jia liang han vldb"
"1582"|1581|"cost based query scrambling for initial delays 1998,\"tolga urhan , michael j. franklin , laurent amsaleg\",sigmod conference,"|"1998"|1|"cost based query scrambling for initial delays     ,\"tolga urhan , michael j. franklin , laurent amsaleg\",sigmod conference,"|"cost based query scrambling for initial delays tolga urhan michael j franklin laurent amsaleg sigmod conference"|"cost based query scrambling for initial delays tolga urhan michael franklin laurent amsaleg sigmod conference"
"1583"|1582|"\"performance measurements of tertiary storage devices ethan l. miller , theodore johnson 1998\",,vldb,"|"1998"|1|"\"performance measurements of tertiary storage devices ethan l. miller , theodore johnson     \",,vldb,"|"performance measurements of tertiary storage devices ethan l miller theodore johnson vldb"|"performance measurements tertiary storage devices ethan miller theodore johnson vldb"
"1584"|1583|"\"a system for keyword proximity search on xml databases tianqiu wang , yannis papakonstantinou , nick koudas , vagelis hristidis , andrey balmin , divesh srivastava vldb 2003\",,,"|"2003"|1|"\"a system for keyword proximity search on xml databases tianqiu wang , yannis papakonstantinou , nick koudas , vagelis hristidis , andrey balmin , divesh srivastava vldb     \",,,"|"a system for keyword proximity search on xml databases tianqiu wang yannis papakonstantinou nick koudas vagelis hristidis andrey balmin divesh srivastava vldb"|"system for keyword proximity search xml databases tianqiu wang yannis papakonstantinou nick koudas vagelis hristidis andrey balmin divesh srivastava vldb"
"1585"|1584|"\"roadrunner : towards automatic data extraction from large web sites giansalvatore mecca , valter crescenzi , paolo merialdo vldb 2001\",,,"|"2001"|1|"\"roadrunner : towards automatic data extraction from large web sites giansalvatore mecca , valter crescenzi , paolo merialdo vldb     \",,,"|"roadrunner towards automatic data extraction from large web sites giansalvatore mecca valter crescenzi paolo merialdo vldb"|"roadrunner towards automatic data extraction from large web sites giansalvatore mecca valter crescenzi paolo merialdo vldb"
"1586"|1585|"from ternary relationship to relational tables : a case against common beliefs rafael camps sigmod record 2002,,,"|"2002"|1|"from ternary relationship to relational tables : a case against common beliefs rafael camps sigmod record     ,,,"|"from ternary relationship to relational tables a case against common beliefs rafael camps sigmod record"|"from ternary relationship relational tables case against common beliefs rafael camps sigmod record"
"1587"|1586|"\"spartan : a model-based semantic compression system for massive data tables shivnath babu , rajeev rastogi , minos n. garofalakis sigmod conference 2001\",,,"|"2001"|1|"\"spartan : a model-based semantic compression system for massive data tables shivnath babu , rajeev rastogi , minos n. garofalakis sigmod conference     \",,,"|"spartan a model based semantic compression system for massive data tables shivnath babu rajeev rastogi minos n garofalakis sigmod conference"|"spartan model based semantic compression system for massive data tables shivnath babu rajeev rastogi minos garofalakis sigmod conference"
"1588"|1587|"data replication for mobile computers sigmod conference 1994,\"a. prasad sistla , ouri wolfson , yixiu huang\",,"|"1994"|1|"data replication for mobile computers sigmod conference     ,\"a. prasad sistla , ouri wolfson , yixiu huang\",,"|"data replication for mobile computers sigmod conference a prasad sistla ouri wolfson yixiu huang"|"data replication for mobile computers sigmod conference prasad sistla ouri wolfson yixiu huang"
"1589"|1588|"\"benchmarking queries over trees : learning the hard truth the hard way sophie cluet , fanny wattez , v√©ronique benzaken , guy ferran , christian fiegel\",,sigmod conference,2000"|"2000"|1|"\"benchmarking queries over trees : learning the hard truth the hard way sophie cluet , fanny wattez , v√©ronique benzaken , guy ferran , christian fiegel\",,sigmod conference,    "|"benchmarking queries over trees learning the hard truth the hard way sophie cluet fanny wattez v√ ronique benzaken guy ferran christian fiegel sigmod conference"|"benchmarking queries over trees learning the hard truth the hard way sophie cluet fanny wattez ronique benzaken guy ferran christian fiegel sigmod conference"
"1590"|1589|"workflow management with service quality guarantees sigmod conference,\"wolfgang wonner , gerhard weikum , michael gillmann\",,2002"|"2002"|1|"workflow management with service quality guarantees sigmod conference,\"wolfgang wonner , gerhard weikum , michael gillmann\",,    "|"workflow management with service quality guarantees sigmod conference wolfgang wonner gerhard weikum michael gillmann"|"workflow management with service quality guarantees sigmod conference wolfgang wonner gerhard weikum michael gillmann"
"1591"|1590|"the long-term preservation of authentic electronic records luciana duranti 2001,,vldb,"|"2001"|1|"the long-term preservation of authentic electronic records luciana duranti     ,,vldb,"|"the long term preservation of authentic electronic records luciana duranti vldb"|"the long term preservation authentic electronic records luciana duranti vldb"
"1592"|1591|"keynote address robert s. epstein sigmod conference 1995,,,"|"1995"|1|"keynote address robert s. epstein sigmod conference     ,,,"|"keynote address robert s epstein sigmod conference"|"keynote address robert epstein sigmod conference"
"1593"|1592|"from vldb to vmldb ( very many large data bases ) : dealing with large-scale semantic heterogenity vldb 1995,stuart e. madnick,,"|"1995"|1|"from vldb to vmldb ( very many large data bases ) : dealing with large-scale semantic heterogenity vldb     ,stuart e. madnick,,"|"from vldb to vmldb very many large data bases dealing with large scale semantic heterogenity vldb stuart e madnick"|"from vldb vmldb very many large data bases dealing with large scale semantic heterogenity vldb stuart madnick"
