label|ltable_id|rtable_id|possible_year.x|possible_year.y|short_words_removed.x|short_words_removed.y|fuzzy_similarity|fuzzy_similarity_sorted_tokens|fuzzy_similarity_partial_ratio|len_tokens_x|len_tokens_y|len_common_tokens|common_to_smaller_ratio|common_to_longer_ratio
|1108|2240|1996|2003|semantics for update rule programs and implementations relational database management system louiqa raschid jorge lobo acm trans database syst|relational data sharing peer based data management systems beng chin ooi yanfeng shu kian lee tan acm sigmod record|48|56|50|20|19|4|0.21052631578947367|0.2
|2546|1906|1997|1997|infomaster information integration system arthur keller michael genesereth oliver duschka sigmod conference|integrating modelling systems for environmental management information systems david abel kerry taylor dean kun acm sigmod record|49|57|50|15|17|2|0.13333333333333333|0.11764705882352941
|1738|1527|2001|1995|vxmlr visual xml relational database system aoying zhou wenyun shihui zheng hongjun yuqi liang zengping tian long zhang vldb|visdb system for visualizing large databases daniel keim hans peter kriegel international conference management data|43|43|44|22|18|2|0.1111111111111111|0.09090909090909091
|2221|1965|1996|"246|243|243|1996"|performance tradeoffs for client server query processing donald kossmann michael franklin bjÃ nsson sigmod conference|performance tradeoffs for client server query processing international conference management data michael franklin nsson donald kossmann|76|84|71|20|23|16|0.8|0.6956521739130435
|612|104|1998|1999|optimization techniques for queries with expensive methods joseph hellerstein acm trans database syst|optimization queries with user defined predicates surajit chaudhuri kyuseok shim acm transactions database systems tods|60|55|56|14|17|5|0.35714285714285715|0.29411764705882354
|490|927|1999|2003|reminiscences influential papers patrick valduriez serge abiteboul sophie cluet kenneth ross raghu ramakrishnan guy lohman david lomet richard snodgrass gultekin zsoyoglu michael franklin timos sellis sigmod record|reminiscences influential papers kenneth ross acm sigmod record|45|45|68|35|10|9|0.9|0.2571428571428571
|1143|2146|1998|1998|dms parallel data mining server felicity george vldb|dms parallel data mining server felicity george very large data bases|84|82|90|10|11|8|0.8|0.7272727272727273
|2302|1945|2002|1996|logical foundation for deductive object oriented databases mengchi liu tok wang ling gillian dobbie acm trans database syst|tail recursion elimination deductive databases acm transactions database systems tods kenneth ross|49|62|48|19|15|5|0.3333333333333333|0.2631578947368421
|2566|1613|1995|1995|digital library services mobile computing evaggelia pitoura melliyal annamalai bharat bhargava sigmod record|view maintenance mobile computing ouri wolfson prasad sistla son dao kailash narayanan ramya raj acm sigmod record|56|46|56|15|18|5|0.3333333333333333|0.2777777777777778
|545|1600|1997|"246|1995"|data placement shared nothing parallel database systems manish mehta david dewitt vldb|temporal database system implementations michael hlen acm sigmod record|46|49|49|14|11|1|0.09090909090909091|0.07142857142857142
|1304|582|1995|1994|accessing relational database through object oriented database interface vldb jack orenstein kamber|versioning and configuration management object oriented data model edward sciore the vldb journal the international journal very large data bases|54|54|58|15|20|4|0.26666666666666666|0.2
|1135|906|2002|2002|small worlds the dynamics networks between order and randomness book review jie sigmod record|small worlds the dynamics networks between order and randomness jie duncan watts acm sigmod record|86|86|82|16|18|14|0.875|0.7777777777777778
|1020|899|1996|2002|database research arizona state university sigmod record suzanne dietrich forouzan golshani susan darling urban|research information managment dublin city university mark roantree alan smeaton acm sigmod record|48|55|50|16|16|5|0.3125|0.3125
|287|1182|1997|1998|converting relational object oriented databases sigmod record joseph fong|garbage collection object oriented databases using transactional cyclic reference counting the vldb journal the international journal very large data bases roy seshadri silberschatz sudarshan ashwin|38|42|62|10|28|3|0.3|0.10714285714285714
|1770|2152|1995|2003|the database group national technical university athens ntua timos sellis yannis vassiliou sigmod record|research database engineering the university namur acm sigmod record jean luc hainaut|51|60|52|17|15|7|0.4666666666666667|0.4117647058823529
|2166|1846|2002|1997|alias active learning led interactive deduplication system anuradha bhamidipaty sunita sarawagi chandra mouli alok kirpal vldb|infomaster information integration system michael genesereth arthur keller oliver duschka international conference management data|42|45|42|17|19|2|0.11764705882352941|0.10526315789473684
|1276|1906|1997|1997|management data and services the environmental information system uis baden rttemberg wolf fritz riekert roland mayer gerlinde wiest sigmod record|integrating modelling systems for environmental management information systems david abel kerry taylor dean kun acm sigmod record|55|55|56|25|17|5|0.29411764705882354|0.2
|731|220|2001|1999|selectivity estimation using probabilistic models sigmod conference daphne koller lise getoor benjamin taskar|selectivity estimation spatial databases swarup acharya viswanath poosala sridhar ramaswamy international conference management data|50|52|51|13|17|3|0.23076923076923078|0.17647058823529413
|372|320|1999|1996|database research the university oklahoma sigmod record sirirut vanichayobon leonard brown ravi dirckze sylvain guinepain carlos nchez gruenwald brian summers|database research the indian institute technology bombay phatak sarda seshadri sudarshan acm sigmod record|49|54|52|25|21|7|0.3333333333333333|0.28
|490|924|1999|2003|reminiscences influential papers patrick valduriez serge abiteboul sophie cluet kenneth ross raghu ramakrishnan guy lohman david lomet richard snodgrass gultekin zsoyoglu michael franklin timos sellis sigmod record|influential papers ken ross acm sigmod record|33|32|58|35|7|5|0.7142857142857143|0.14285714285714285
|895|306|1999|2001|join synopses for approximate query answering swarup acharya viswanath poosala phillip gibbons sridhar ramaswamy sigmod conference|robust optimization based approach for approximate answering aggregate queries surajit chaudhuri gautam das vivek narasayya international conference management data|46|49|52|17|22|4|0.23529411764705882|0.18181818181818182
|668|590|1996|"225|225|1994"|maintaining database consistency presence value dependencies multidatabase systems sigmod conference michÃ cart claire morpain jean franÃ ois pons jean ferriÃ|the demarcation protocol technique for maintaining constraints distributed database systems daniel barbar mill hector garcia molina the vldb journal the international journal very large data bases|44|51|48|22|26|4|0.18181818181818182|0.15384615384615385
|2508|599|2003|2001|tods reviewers richard snodgrass sigmod record|book reviews karl aberer acm sigmod record|64|47|62|7|7|2|0.2857142857142857|0.2857142857142857
|1673|1075|2002|1997|the denodo data integration platform anastasio molano alberto pan paula montoto juan raposo lucÃ ardao manuel lvarez vicente orjales ngel viÃ justo hidalgo vldb|using probabilistic information data integration daniela florescu daphne koller alon levy very large data bases|42|44|47|26|16|2|0.125|0.07692307692307693
|833|2001|2003|2003|combi operator database support for data mining applications vldb wolfgang lehner alexander hinneburg dirk habich|gigascope stream database for network applications international conference management data chuck cranor theodore johnson oliver spataschek vladislav shkapenyuk|45|48|49|15|21|4|0.26666666666666666|0.19047619047619047
|1316|462|1998|2000|issues developing very large data warehouses vish jumani lyman david van rossum pamela drew wei jin vldb|knowledge discovery data warehouses themistoklis palpanas acm sigmod record|46|47|53|19|10|3|0.3|0.15789473684210525
|132|1660|1995|1995|application oodb and sgml techniques text database electronic dictionary system jian zhang sigmod record|application oodb and sgml techniques text database electronic dictionary system acm sigmod record jian zhang|90|98|92|17|18|17|1.0|0.9444444444444444
|2496|342|2003|2001|editor notes ling liu sigmod record|editorial richard snodgrass acm transactions database systems tods|40|45|43|7|9|0|0.0|0.0
|783|225|1994|1998|effective deductive object oriented database through language integration howard williams norman paton andrew dinn maria barja alvaro fernandes vldb|the trigs active object oriented database system overview kappel retschitzegger acm sigmod record|47|42|54|24|16|5|0.3125|0.20833333333333334
|542|1182|1997|1998|optimizing queries with universal quantification object oriented and object relational databases guido moerkotte jens clauÃen klaus peithner alfons kemper vldb|garbage collection object oriented databases using transactional cyclic reference counting the vldb journal the international journal very large data bases roy seshadri silberschatz sudarshan ashwin|41|49|44|20|28|5|0.25|0.17857142857142858
|932|476|1999|"233|244|233|2001"|query rewriting for semistructured data sigmod conference vasilis vassalos yannis papakonstantinou|constraints for semistructured data and xml peter buneman wenfei fan sim scott weinstein acm sigmod record|47|51|50|11|20|4|0.36363636363636365|0.2
|955|418|1996|2000|fundamental techniques for order optimization eugene shekita david simmen timothy malkemus sigmod conference|the onion technique indexing for linear optimization queries yuan chi chang lawrence bergman vittorio castelli chung sheng ming ling john smith international conference management data|46|47|52|15|30|3|0.2|0.1
|57|229|2002|1998|research information managment dublin city university alan smeaton mark roantree sigmod record|database research columbia university shih chang luis gravano gail kaiser kenneth ross salvatore stolfo acm sigmod record|50|60|46|15|22|5|0.3333333333333333|0.22727272727272727
|537|1349|2001|2001|comparative study alternative middle tier caching solutions support dynamic web content acceleration anindya datta kaushik dutta helen thomas debra vandermeer krithi ramamritham dan fishman vldb|comparative study alternative middle tier caching solutions support dynamic web content acceleration anindya datta kaushik dutta helen thomas debra vandermeer krithi ramamritham dan fishman very large data bases|96|95|99|30|33|29|0.9666666666666667|0.8787878787878788
|2494|1254|1997|1999|exact extensible approach active object oriented databases vldb arturo jaime oscar|opt object oriented implementation for extensible database query optimization the vldb journal the international journal very large data bases navin kabra david dewitt|43|46|47|16|24|6|0.375|0.25
|1327|540|2002|2002|the cougar approach network query processing sensor networks johannes gehrke yong yao sigmod record|the cougar approach network query processing sensor networks acm sigmod record yong yao johannes gehrke|81|98|81|16|17|16|1.0|0.9411764705882353
|2162|304|2002|2001|foundations preferences database systems werner kieÃling vldb|query optimization compressed database systems zhiyuan chen johannes gehrke flip korn international conference management data|42|39|53|9|18|4|0.4444444444444444|0.2222222222222222
|2224|1233|1997|2002|lore database management system for semistructured data sigmod record roy goldman serge abiteboul jennifer widom dallan quass jason mchugh|anatomy native xml base management system the vldb journal the international journal very large data bases fiebig helmer kanne moerkotte neumann schiele westmann|46|45|49|20|30|4|0.2|0.13333333333333333
|1986|1896|2000|1996|report second international workshop advanced issues commerce and web based information systems sigmod record philip kun lung|report from the nsf workshop workflow and process automation information systems amit sheth dimitrios georgakopoulos stef joosten marek rusinkiewicz walt scacchi jack wileden alexander wolf acm sigmod record|44|50|52|23|32|8|0.34782608695652173|0.25
|2220|26|1998|1999|new sampling based summary statistics for improving approximate query answers phillip gibbons yossi matias sigmod conference|the aqua approximate query answering system swarup acharya phillip gibbons viswanath poosala sridhar ramaswamy international conference management data|51|58|52|17|21|6|0.35294117647058826|0.2857142857142857
|986|1151|1995|1996|interviso dealing with the complexity federated database access edward maros darrel van buer marjorie templeton herbert henley vldb|practical issues with commercial use federated databases jim kleewein very large data bases|48|50|55|20|14|3|0.21428571428571427|0.15
|653|927|2003|2003|reminiscences influential papers sigmod record jun rao kenneth ross johannes gehrke|reminiscences influential papers kenneth ross acm sigmod record|72|83|72|13|10|9|0.9|0.6923076923076923
|2022|2104|1999|2001|the aqua approximate query answering system sridhar ramaswamy swarup acharya phillip gibbons viswanath poosala sigmod conference|approximate query processing using wavelets kaushik chakrabarti minos garofalakis rajeev rastogi kyuseok shim the vldb journal the international journal very large data bases|43|40|46|17|22|3|0.17647058823529413|0.13636363636363635
|1646|87|2000|1999|managing intervals efficiently object relational databases vldb thomas seidl marco tke hans peter kriegel|cost estimation user defined methods object relational database systems jihad boulos kinji ono acm sigmod record|53|54|55|16|18|3|0.1875|0.16666666666666666
|12|373|1996|1996|priority assignment real time active databases rajendran sivasankaran bhaskar purimetla john stankovic krithi ramamritham donald towsley vldb|integrating temporal real time active databases krithi ramamritham raju sivasankaran john stankovic don towsley ming xiong acm sigmod record|57|68|58|22|22|11|0.5|0.5
|1671|1704|1999|"246|1994"|the jungle database search engine linas bukauskas curtis dyreson michael hlen sigmod conference|the database research group eth zurich moira norrie stephen blott hans schek gerhard weikum acm sigmod record|48|45|47|16|22|3|0.1875|0.13636363636363635
|1098|1463|2002|1995|storing and querying ordered xml using relational database system kevin beyer jayavel shanmugasundaram chun zhang igor tatarinov stratis viglas eugene shekita sigmod conference|accessing relational database through object oriented database interface jack orenstein kamber very large data bases|44|39|50|26|18|3|0.16666666666666666|0.11538461538461539
|341|581|1994|1994|implementation magic sets relational database system sigmod conference inderpal singh mumick hamid pirahesh|the glue nail deductive database system design implementation and evaluation marcia derr shinichi morishita geoffrey phipps the vldb journal the international journal very large data bases|40|45|49|16|25|4|0.25|0.16
|78|578|1994|1994|the ores temporal database management system babis theodoulidis george karvelis jayant chaudhary aziz ait braham simon sou george andrianopoulos sigmod conference|the coral deductive system raghu ramakrishnan divesh srivastava sudarshan praveen seshadri the vldb journal the international journal very large data bases|42|45|42|20|20|2|0.1|0.1
|1291|1047|2001|1996|answering queries using views survey vldb alon halevy|answering queries with aggregation using views very large data bases divesh srivastava shaul dar jagadish alon levy|59|57|63|11|20|6|0.5454545454545454|0.3
|718|783|2001|1999|approximate query processing using wavelets vldb rajeev rastogi minos garofalakis kyuseok shim kaushik chakrabarti|aqua fast decision support systems using approximate query answers swarup acharya phillip gibbons viswanath poosala very large data bases|38|45|42|16|21|3|0.1875|0.14285714285714285
|1406|1613|1997|1995|supporting multiple view maintenance policies latha colby kenneth ross akira kawaguchi daniel lieuwen inderpal singh mumick sigmod conference|view maintenance mobile computing ouri wolfson prasad sistla son dao kailash narayanan ramya raj acm sigmod record|45|48|49|21|18|3|0.16666666666666666|0.14285714285714285
|1624|488|2000|2000|the mlpq gis constraint database system sigmod conference yuguo liu yiming pradip kanjamala rui chen yonghui wang peter revesz|the mlpq gis constraint database system peter revesz rui chen pradip kanjamala yiming yuguo liu yonghui wang international conference management data|63|84|67|21|24|19|0.9047619047619048|0.7916666666666666
|1643|859|2000|2000|biodiversity informatics infrastructure information commons for the biodiversity community barbara bauldock gladys cotter vldb|research directions biodiversity informatics very large data bases john schnase|42|46|51|16|12|2|0.16666666666666666|0.125
|732|995|1998|"1998|252"|bridging heterogeneity research and practice database middleware technology nter sauter fernando ferreira rezende vldb|bridging heterogeneity research and practice database middleware technology fernando ferreira rezende nter sauter very large data bases|83|91|86|17|20|15|0.8823529411764706|0.75
|2346|1408|2002|2001|adaptive index structures yufei tao dimitris papadias vldb|efficient index structures for string databases tamer kahveci ambuj singh very large data bases|49|49|57|8|15|2|0.25|0.13333333333333333
|2091|1605|1997|1995|the database and information system research group the university ulm sigmod record peter dadam wolfgang klas|the database group national technical university athens ntua corporate national technical univ athens acm sigmod record|51|60|52|17|15|8|0.5333333333333333|0.47058823529411764
|620|339|2001|2001|case for dynamic view management acm trans database syst nick roussopoulos yannis kotidis|case for dynamic view management acm transactions database systems tods yannis kotidis nick roussopoulos|76|91|84|14|16|12|0.8571428571428571|0.75
|1885|1199|2002|"352|2002"|spatial indexing high dimensional data based relative approximation vldb shunsuke uemura masatoshi yoshikawa yasushi sakurai haruhiko kojima|indexing now relative spatio bitemporal data simonas altenis christian jensen the vldb journal the international journal very large data bases|45|48|45|20|20|6|0.3|0.3
|1769|1693|2002|1994|scalable hash ripple join algorithm peter haas jeffrey naughton gang luo curt ellmann sigmod conference|new join algorithm dong keun shin arnold charles meltzer acm sigmod record|50|50|51|18|13|4|0.3076923076923077|0.2222222222222222
|1553|1410|2002|2001|database indexing for large dna and protein sequence collections robert irving malcolm atkinson ela hunt vldb|database index large biological sequences ela hunt malcolm atkinson robert irving very large data bases|59|73|59|19|18|10|0.5555555555555556|0.5263157894736842
|2494|658|1997|2002|exact extensible approach active object oriented databases vldb arturo jaime oscar|databases and transaction processing application oriented approach philip lewis arthur bernstein michael kifer acm sigmod record|45|50|48|16|18|4|0.25|0.2222222222222222
|1717|110|1999|"237|1999"|distance browsing spatial databases hanan samet sli hjaltason acm trans database syst|distance browsing spatial databases sli hjaltason hanan samet acm transactions database systems tods|79|91|76|15|17|12|0.8|0.7058823529411765
|597|1146|1996|1996|mineset system for high end data mining and visualization vldb|mineset system for high end data mining and visualization very large data bases|89|82|96|12|14|11|0.9166666666666666|0.7857142857142857
|1403|344|2001|2002|advanced xml data processing guest editor introduction sigmod record karl aberer|data management issues electronic commerce guest editor introduction acm sigmod record asuman dogac|61|63|66|12|15|7|0.5833333333333334|0.4666666666666667
|2281|955|1995|1997|near neighbor search large metric spaces vldb sergey brin|tree efficient access method for similarity search metric spaces paolo ciaccia marco patella pavel zezula very large data bases|43|46|57|10|22|5|0.5|0.22727272727272727
|574|514|2002|2002|clustering validity checking methods part michalis vazirgiannis maria halkidi yannis batistakis sigmod record|clustering validity checking methods part maria halkidi yannis batistakis michalis vazirgiannis acm sigmod record|79|98|77|14|15|14|1.0|0.9333333333333333
|2359|501|"99|4|1999"|2000|report ngits the international workshop next generation information technologies and systems opher etzion sigmod record|report second international workshop advanced issues commerce and web based information systems kun lung philip acm sigmod record|62|64|58|17|24|9|0.5294117647058824|0.375
|272|314|1994|2001|the tree index structure for high dimensional data king lin jagadish christos faloutsos vldb|modeling high dimensional index structures using sampling christian lang ambuj singh international conference management data|45|53|47|20|19|4|0.21052631578947367|0.2
|1644|345|2000|2002|the implementation and performance compressed databases till westmann sven helmer guido moerkotte donald kossmann sigmod record|the design and performance evaluation alternative xml storage strategies acm sigmod record feng tian david dewitt jianjun chen chun zhang|45|53|47|17|22|6|0.35294117647058826|0.2727272727272727
|1043|1108|1996|1995|mining quantitative association rules large relational tables ramakrishnan srikant rakesh agrawal sigmod conference|mining generalized association rules very large data bases ramakrishnan srikant rakesh agrawal|75|70|79|14|12|8|0.6666666666666666|0.5714285714285714
|633|2061|2002|2003|continuously adaptive continuous queries over streams samuel madden mehul shah vijayshankar raman joseph hellerstein sigmod conference|adaptive filters for continuous queries over distributed data streams chris olston jing jiang jennifer widom international conference management data|51|53|54|18|20|6|0.3333333333333333|0.3
|2498|1543|1995|1995|order magnitude advantage tpc though massive parallelism charles levine sigmod conference|order magnitude advantage tpc through massive parallelism charles levine international conference management data|82|80|88|13|16|11|0.8461538461538461|0.6875
|973|576|1999|1994|the ccube constraint object oriented database system sigmod conference alexander brodsky pavel exarkhopoulo victor segal jia chen|the aditi deductive database system jayen vaghani kotagiri ramamohanarao david kemp zoltan somogyi peter stuckey tim leask james harland the vldb journal the international journal very large data bases|43|40|47|19|30|3|0.15789473684210525|0.1
|1860|318|1995|2001|the spiffi scalable video demand system craig freedman david dewitt sigmod conference|dynamic buffer allocation video demand systems sang lee kyu young whang yang sae moon yeol song international conference management data|49|47|52|15|25|4|0.26666666666666666|0.16
|786|722|2002|2002|dbcache database caching for web application servers sailesh krishnamurthy mohan larry brown hamid pirahesh mehmet altinel honguk woo qiong luo bruce lindsay sigmod conference|web caching for database applications with oracle web cache jesse anton lawrence jacobs xiang liu jordan parker zheng zeng tie zhong international conference management data|47|53|48|26|26|5|0.19230769230769232|0.19230769230769232
|1092|462|2000|2000|concurrency the data warehouse vldb richard taylor|knowledge discovery data warehouses themistoklis palpanas acm sigmod record|46|47|53|8|10|2|0.25|0.2
|633|647|2002|2002|continuously adaptive continuous queries over streams samuel madden mehul shah vijayshankar raman joseph hellerstein sigmod conference|continuously adaptive continuous queries over streams samuel madden mehul shah joseph hellerstein vijayshankar raman international conference management data|76|85|80|18|21|16|0.8888888888888888|0.7619047619047619
|863|2009|1995|2003|efficient algorithm for mining association rules large databases edward omiecinski shamkant navathe ashok savasere vldb|qxtract building block for efficient information extraction from text databases eugene agichtein luis gravano international conference management data|47|46|51|18|21|3|0.16666666666666666|0.14285714285714285
|738|1640|2000|1994|toward learning based web query processing vldb yanlei diao hongjun zengping tian songting chen|sequence query processing praveen seshadri miron livny raghu ramakrishnan international conference management data|43|43|48|15|15|2|0.13333333333333333|0.13333333333333333
|2020|391|2000|2000|set containment joins the good the bad and the ugly karthikeyan ramasamy jeffrey naughton jignesh patel raghav kaushik vldb|data management ecommerce tutorial session the good the bad and the ugly international conference management data avigdor gal|52|49|54|19|17|5|0.29411764705882354|0.2631578947368421
|577|1044|2003|1996|index adaptive structural summary for graph structured data chen qun andrew lim kian win ong sigmod conference|the tree index structure for high dimensional data stefan berchtold daniel keim hans peter kriegel very large data bases|45|51|46|20|21|4|0.2|0.19047619047619047
|36|2107|2003|2001|efficient style keyword search over relational databases yannis papakonstantinou luis gravano vagelis hristidis vldb|efficiently publishing relational data xml documents the vldb journal the international journal very large data bases jayavel shanmugasundaram eugene shekita rimon barr michael carey bruce lindsay hamid pirahesh berthold reinwald|41|41|48|15|29|2|0.13333333333333333|0.06896551724137931
|24|2146|1998|1998|free parallel data mining bin dennis shasha sigmod conference|dms parallel data mining server felicity george very large data bases|50|52|52|10|11|3|0.3|0.2727272727272727
|2575|1939|1999|"252|1995"|the oasis multidatabase prototype john murphy mark roantree wilhelm hasselbring sigmod record|the ecrc multi database system willem jonker heribert sch international conference management data|46|43|46|12|16|1|0.08333333333333333|0.0625
|43|672|2002|2002|clustering pattern similarity large data sets haixun wang wei wang philip jiong yang sigmod conference|clustering pattern similarity large data sets haixun wang wei wang jiong yang philip international conference management data|79|83|83|18|21|17|0.9444444444444444|0.8095238095238095
|2373|1389|2000|2000|demonstration enabling scalable online personalization the web debra vandermeer krithi ramamritham anindya datta kaushik dutta helen thomas vldb|demonstration enabling scalable online personalization the web kaushik dutta anindya datta debra vandermeer krithi ramamritham helen thomas very large data bases|77|93|79|21|24|20|0.9523809523809523|0.8333333333333334
|2392|591|1994|1994|the hcc tree efficient index structure for object oriented databases sreenath seshadri vldb|index configuration object oriented databases elisa bertino the vldb journal the international journal very large data bases|47|50|51|16|17|6|0.375|0.35294117647058826
|1471|1179|1998|1998|evaluating functional joins along nested reference sets object relational and object oriented databases vldb alfons kemper reinhard braumandl jens clauÃen|enhanced abstract data types object relational databases praveen seshadri the vldb journal the international journal very large data bases|48|53|51|20|18|5|0.2777777777777778|0.25
|2150|676|1994|2002|adaptive selectivity estimation using query feedback chung min chen nick roussopoulos sigmod conference|selectivity estimation for spatio temporal queries moving objects international conference management data yong jin choi chin wan chung|45|56|52|13|21|4|0.3076923076923077|0.19047619047619047
|1215|1812|1999|1997|online association rule mining christian hidber sigmod conference|scalable parallel data mining for association rules eui hong han george karypis vipin kumar international conference management data|47|46|55|8|19|3|0.375|0.15789473684210525
|2402|2019|2003|2003|relational data sharing peer based data management systems beng chin ooi yanfeng shu kian lee tan sigmod record|system for watermarking relational databases rakesh agrawal peter haas jerry kiernan international conference management data|45|55|49|18|19|3|0.16666666666666666|0.15789473684210525
|1050|569|2001|2001|querying xml views relational data jerry kiernan jayavel shanmugasundaram catalina fan eugene shekita john funderburk vldb|general technique for querying xml documents using relational database system jayavel shanmugasundaram eugene shekita jerry kiernan rajasekar krishnamurthy efstratios viglas jeffrey naughton igor tatarinov acm sigmod record|50|59|65|18|28|9|0.5|0.32142857142857145
|1385|1749|1999|1997|semantic integration semistructured and structured data sources sonia bergamaschi maurizio vincini silvana castano sigmod record|integrating dynamically fetched external information into dbms for semistructured data jason mchugh jennifer widom acm sigmod record|51|48|52|16|18|4|0.25|0.2222222222222222
|734|1774|"4|2003"|"97|1998"|report the international conference mobile data management panos chrysanthis arkady zaslavsky morris sloman sigmod record|report the second ieee metadata conference metadata ron musick chris miller acm sigmod record|59|57|56|19|14|6|0.42857142857142855|0.3157894736842105
|778|1799|1997|1998|infering structure semistructured data rajeev motwani serge abiteboul svetlozar nestorov sigmod record|extracting schema from semistructured data svetlozar nestorov serge abiteboul rajeev motwani international conference management data|56|67|59|13|16|8|0.6153846153846154|0.5
|604|422|2000|2000|adaptive multi stage distance join processing sukho lee bongki moon hyoseop shin sigmod conference|adaptive multi stage distance join processing hyoseop shin bongki moon sukho lee international conference management data|72|81|76|14|18|13|0.9285714285714286|0.7222222222222222
|2252|99|2000|1999|building and customizing data intensive web sites using weave valÃ rie issarny patrick valduriez khaled yagoub daniela florescu vldb|design principles for data intensive web sites stefano ceri piero fraternali stefano paraboschi acm sigmod record|52|44|53|19|15|4|0.26666666666666666|0.21052631578947367
|2494|346|1997|2002|exact extensible approach active object oriented databases vldb arturo jaime oscar|logical foundation for deductive object oriented databases mengchi liu gillian dobbie tok wang ling acm transactions database systems tods|49|47|54|16|21|3|0.1875|0.14285714285714285
|225|1659|2002|1995|implementing xquery paul cotton sigmod conference|implementing deletion trees jan jannink acm sigmod record|54|54|51|6|10|2|0.3333333333333333|0.2
|2523|1040|2000|"231|1996"|integrating the tree into database system kernel robert fenk rudolf bayer volker markl martin zirkel frank ramsak klaus elhardt vldb|integrating triggers and declarative constraints sql database sytems roberta cochrane hamid pirahesh nelson mendon mattos very large data bases|52|52|51|22|21|3|0.14285714285714285|0.13636363636363635
|2486|2010|"8|1998"|"199|2003"|database systems management and oracle gregory doherty sigmod conference|aurora data stream management system abadi carney etintemel cherniack convey erwin galvez hatoun maskey rasin singer stonebraker tatbul xing yan zdonik international conference management data|37|38|54|10|35|3|0.3|0.08571428571428572
|1414|58|1999|1999|honey shrunk the dbms footprint mobility and beyond panel sigmod conference praveen seshadri|honey shrunk the database footprint mobility and beyond praveen seshadri international conference management data|73|76|73|14|17|11|0.7857142857142857|0.6470588235294118
|2261|1989|1995|1996|efficient maintenance materialized mediated views james guido moerkotte joachim schÃ subrahmanian sigmod conference|materialized view maintenance and integrity constraint checking trading space for time kenneth ross divesh srivastava sudarshan international conference management data|47|51|47|18|24|5|0.2777777777777778|0.20833333333333334
|378|218|2003|1998|cost driven vertical class partitioning for methods object oriented databases vldb qing chi wai fung kamalakar karlapalem|efficient method for checking object oriented database schema correctness formica groger missikoff acm transactions database systems tods|46|49|47|20|22|3|0.15|0.13636363636363635
|2595|1981|1997|1996|foundation for multi dimensional databases laks lakshmanan marc gyssens vldb|multi dimensional resource scheduling for parallel queries minos garofalakis yannis ioannidis international conference management data|40|45|43|13|19|3|0.23076923076923078|0.15789473684210525
|2175|1345|2002|2001|issues and evaluations caching solutions for web application acceleration oliver divyakant agrawal radu sion wen syan wang pin hsiung dmitri kalashnikov selÃ candan vldb|caching technologies for web applications mohan very large data bases|41|38|65|30|11|3|0.2727272727272727|0.1
|2305|1279|2000|2000|analysis navigation behaviour web sites integrating multiple information systems vldb myra spiliopoulou bettina berendt|analysis navigation behaviour web sites integrating multiple information systems bettina berendt myra spiliopoulou the vldb journal the international journal very large data bases|77|81|87|17|24|16|0.9411764705882353|0.6666666666666666
|10|2289|1994|1994|dual buffering strategies object bases alfons kemper donald kossmann vldb|dual buffering strategies object bases alfons kemper donald kossmann very large data bases|90|86|96|11|13|10|0.9090909090909091|0.7692307692307693
|1489|2191|2001|"2001|233|243"|online query processing peter haas joseph hellerstein sigmod conference|processing xml ldap pedro jos marr georg lausen very large data bases|45|54|44|11|15|1|0.09090909090909091|0.06666666666666667
|1566|372|2002|1996|advanced database technologies diabetic healthcare system chenyi xia wynne hsu keng lik teo mong lee beng chin ooi pranab kumar mohanty vldb|advances real time database systems research acm sigmod record azer bestavros|43|44|45|25|12|2|0.16666666666666666|0.08
|137|1455|1997|1995|revisiting commit processing distributed database systems krithi ramamritham jayant haritsa ramesh gupta sigmod conference|query processing tertiary memory databases sunita sarawagi very large data bases|48|44|57|16|12|2|0.16666666666666666|0.125
|834|2188|2003|2003|the semantic web semantics for data the web vipul kashyap stefan decker vldb|learning match ontologies the semantic web anhai doan jayant madhavan robin dhamankar pedro domingos alon halevy the vldb journal the international journal very large data bases|40|42|52|12|25|6|0.5|0.24
|1906|1395|2001|2001|similarity search for adaptive ellipsoid queries using spatial transformation yasushi sakurai shunsuke uemura masatoshi yoshikawa ryoji kataoka vldb|similarity search for adaptive ellipsoid queries using spatial transformation yasushi sakurai masatoshi yoshikawa ryoji kataoka shunsuke uemura very large data bases|84|93|87|18|21|17|0.9444444444444444|0.8095238095238095
|644|218|1994|1998|index configuration object oriented databases elisa bertino vldb|efficient method for checking object oriented database schema correctness formica groger missikoff acm transactions database systems tods|45|42|61|10|22|2|0.2|0.09090909090909091
|9|2110|1996|"1999|2001|252"|unisql next generation object relational database management system sigmod record phil janus albert andrea|semantic integrity support sql and commercial object relational database management systems the vldb journal the international journal very large data bases can rker michael gertz|54|55|65|16|26|4|0.25|0.15384615384615385
|2474|1566|1997|1995|the semantics now databases christian jensen tomÃ isakowitz richard snodgrass curtis dyreson james clifford acm trans database syst|the issue valid time temporal databases acm sigmod record stavros kokkotos efstathios ioannidis themis panayiotopoulos constantine spyropoulos|45|49|45|24|23|7|0.30434782608695654|0.2916666666666667
|797|588|"7|2002"|1994|mpeg and multimedia database systems harald kosch sigmod record|special issue spatial database systems schek the vldb journal the international journal very large data bases|44|43|56|9|17|2|0.2222222222222222|0.11764705882352941
