"id"|"description"|"possible_year"|"all_digits_pieces_from_text"|"description_digits_removed"|"desc_without_puct"|"short_words_removed"
"955"|954|"\"dynamic memory adjustment for external mergesort weiye zhang , per - &#197; ke larson 1997\",,very large data bases,"|"197|1997"|2|"\"dynamic memory adjustment for external mergesort weiye zhang , per - &#   ; ke larson     \",,very large data bases,"|"dynamic memory adjustment for external mergesort weiye zhang per ke larson very large data bases"|"dynamic memory adjustment for external mergesort weiye zhang per larson very large data bases"
"956"|955|"\"m-tree : an efficient access method for similarity search in metric spaces paolo ciaccia , marco patella , pavel zezula\",,very large data bases,1997"|"1997"|1|"\"m-tree : an efficient access method for similarity search in metric spaces paolo ciaccia , marco patella , pavel zezula\",,very large data bases,    "|"m tree an efficient access method for similarity search in metric spaces paolo ciaccia marco patella pavel zezula very large data bases"|"tree efficient access method for similarity search metric spaces paolo ciaccia marco patella pavel zezula very large data bases"
"957"|956|"\"integrating sql databases with content-specific search engines stefan de &#223; loch , nelson mendon &#231; a mattos very large data bases 1997\",,,"|"223|231|1997"|3|"\"integrating sql databases with content-specific search engines stefan de &#   ; loch , nelson mendon &#   ; a mattos very large data bases     \",,,"|"integrating sql databases with content specific search engines stefan de loch nelson mendon a mattos very large data bases"|"integrating sql databases with content specific search engines stefan loch nelson mendon mattos very large data bases"
"958"|957|"\"the oracle universal server buffer william bridge , ashok joshi , m. keihl , tirthankar lahiri , juan loaiza , n. macnaughton 1997\",,very large data bases,"|"1997"|1|"\"the oracle universal server buffer william bridge , ashok joshi , m. keihl , tirthankar lahiri , juan loaiza , n. macnaughton     \",,very large data bases,"|"the oracle universal server buffer william bridge ashok joshi m keihl tirthankar lahiri juan loaiza n macnaughton very large data bases"|"the oracle universal server buffer william bridge ashok joshi keihl tirthankar lahiri juan loaiza macnaughton very large data bases"
"959"|958|"\"the case for enhanced abstract data types praveen seshadri , miron livny , raghu ramakrishnan very large data bases 1997\",,,"|"1997"|1|"\"the case for enhanced abstract data types praveen seshadri , miron livny , raghu ramakrishnan very large data bases     \",,,"|"the case for enhanced abstract data types praveen seshadri miron livny raghu ramakrishnan very large data bases"|"the case for enhanced abstract data types praveen seshadri miron livny raghu ramakrishnan very large data bases"
"960"|959|"caprera : an activity framework for transaction processing on wide-area networks 1997,\"suresh kumar , eng-kee kwang , divyakant agrawal\",very large data bases,"|"1997"|1|"caprera : an activity framework for transaction processing on wide-area networks     ,\"suresh kumar , eng-kee kwang , divyakant agrawal\",very large data bases,"|"caprera an activity framework for transaction processing on wide area networks suresh kumar eng kee kwang divyakant agrawal very large data bases"|"caprera activity framework for transaction processing wide area networks suresh kumar eng kee kwang divyakant agrawal very large data bases"
"961"|960|"\"hash joins and hash teams in microsoft sql server goetz graefe , ross bunker , shaun cooper\",,very large data bases,1998"|"1998"|1|"\"hash joins and hash teams in microsoft sql server goetz graefe , ross bunker , shaun cooper\",,very large data bases,    "|"hash joins and hash teams in microsoft sql server goetz graefe ross bunker shaun cooper very large data bases"|"hash joins and hash teams microsoft sql server goetz graefe ross bunker shaun cooper very large data bases"
"962"|961|"nd-sql : a multi-dimensional language for interoperability and olap very large data bases 1998,\"fr &#233; d &#233; ric gingras , laks v. s. lakshmanan\",,"|"1998|233|233"|3|"nd-sql : a multi-dimensional language for interoperability and olap very large data bases     ,\"fr &#   ; d &#   ; ric gingras , laks v. s. lakshmanan\",,"|"nd sql a multi dimensional language for interoperability and olap very large data bases fr d ric gingras laks v s lakshmanan"|"sql multi dimensional language for interoperability and olap very large data bases ric gingras laks lakshmanan"
"963"|962|"algorithms for querying by spatial structure,\"dimitris papadias , nikos mamoulis , vasilis delis\",very large data bases,1998"|"1998"|1|"algorithms for querying by spatial structure,\"dimitris papadias , nikos mamoulis , vasilis delis\",very large data bases,    "|"algorithms for querying by spatial structure dimitris papadias nikos mamoulis vasilis delis very large data bases"|"algorithms for querying spatial structure dimitris papadias nikos mamoulis vasilis delis very large data bases"
"964"|963|"\"expiring data in a warehouse hector garcia-molina , wilburt labio , jun yang very large data bases 1998\",,,"|"1998"|1|"\"expiring data in a warehouse hector garcia-molina , wilburt labio , jun yang very large data bases     \",,,"|"expiring data in a warehouse hector garcia molina wilburt labio jun yang very large data bases"|"expiring data warehouse hector garcia molina wilburt labio jun yang very large data bases"
"965"|964|"fast high-dimensional data search in incomplete databases very large data bases 1998,\"beng chin ooi , cheng hian goh , kian-lee tan\",,"|"1998"|1|"fast high-dimensional data search in incomplete databases very large data bases     ,\"beng chin ooi , cheng hian goh , kian-lee tan\",,"|"fast high dimensional data search in incomplete databases very large data bases beng chin ooi cheng hian goh kian lee tan"|"fast high dimensional data search incomplete databases very large data bases beng chin ooi cheng hian goh kian lee tan"
"966"|965|"bank of america case study : the information currency advantage very large data bases 1998,\"felipe cari &#241; o , mark jahnke\",,"|"1998|241"|2|"bank of america case study : the information currency advantage very large data bases     ,\"felipe cari &#   ; o , mark jahnke\",,"|"bank of america case study the information currency advantage very large data bases felipe cari o mark jahnke"|"bank america case study the information currency advantage very large data bases felipe cari mark jahnke"
"967"|966|"\"plan-per-tuple optimization solution - parallel execution of expensive user-defined functions felipe cari &#241; o , william o'connell very large data bases\",,,1998"|"241|1998"|2|"\"plan-per-tuple optimization solution - parallel execution of expensive user-defined functions felipe cari &#   ; o , william o'connell very large data bases\",,,    "|"plan per tuple optimization solution parallel execution of expensive user defined functions felipe cari o william o connell very large data bases"|"plan per tuple optimization solution parallel execution expensive user defined functions felipe cari william connell very large data bases"
"968"|967|"\"querying continuous time sequences ling lin , tore risch very large data bases 1998\",,,"|"1998"|1|"\"querying continuous time sequences ling lin , tore risch very large data bases     \",,,"|"querying continuous time sequences ling lin tore risch very large data bases"|"querying continuous time sequences ling lin tore risch very large data bases"
"969"|968|"\"ratio rules : a new paradigm for fast , quantifiable data mining flip korn , alexandros labrinidis , yannis kotidis , christos faloutsos very large data bases 1998\",,,"|"1998"|1|"\"ratio rules : a new paradigm for fast , quantifiable data mining flip korn , alexandros labrinidis , yannis kotidis , christos faloutsos very large data bases     \",,,"|"ratio rules a new paradigm for fast quantifiable data mining flip korn alexandros labrinidis yannis kotidis christos faloutsos very large data bases"|"ratio rules new paradigm for fast quantifiable data mining flip korn alexandros labrinidis yannis kotidis christos faloutsos very large data bases"
"970"|969|"\"design , implementation , and performance of the lham log-structured history data access method very large data bases 1998\",\"peter muth , patrick e. o'neil , achim pick , gerhard weikum\",,"|"1998"|1|"\"design , implementation , and performance of the lham log-structured history data access method very large data bases     \",\"peter muth , patrick e. o'neil , achim pick , gerhard weikum\",,"|"design implementation and performance of the lham log structured history data access method very large data bases peter muth patrick e o neil achim pick gerhard weikum"|"design implementation and performance the lham log structured history data access method very large data bases peter muth patrick neil achim pick gerhard weikum"
"971"|970|"scalable techniques for mining causal structures very large data bases 1998,\"craig silverstein , sergey brin , rajeev motwani , jeffrey d. ullman\",,"|"1998"|1|"scalable techniques for mining causal structures very large data bases     ,\"craig silverstein , sergey brin , rajeev motwani , jeffrey d. ullman\",,"|"scalable techniques for mining causal structures very large data bases craig silverstein sergey brin rajeev motwani jeffrey d ullman"|"scalable techniques for mining causal structures very large data bases craig silverstein sergey brin rajeev motwani jeffrey ullman"
"972"|971|"\"heterogeneous database query optimization in db2 universal datajoiner shivakumar venkataraman , tian zhang 1998\",,very large data bases,"|"2|1998"|2|"\"heterogeneous database query optimization in db  universal datajoiner shivakumar venkataraman , tian zhang     \",,very large data bases,"|"heterogeneous database query optimization in db universal datajoiner shivakumar venkataraman tian zhang very large data bases"|"heterogeneous database query optimization universal datajoiner shivakumar venkataraman tian zhang very large data bases"
"973"|972|"\"towards an odmg-compliant visual object query language manoj chavda , peter t. wood 1997\",,very large data bases,"|"1997"|1|"\"towards an odmg-compliant visual object query language manoj chavda , peter t. wood     \",,very large data bases,"|"towards an odmg compliant visual object query language manoj chavda peter t wood very large data bases"|"towards odmg compliant visual object query language manoj chavda peter wood very large data bases"
"974"|973|"effective memory use in a media server 1997,\"edward y. chang , hector garcia-molina\",very large data bases,"|"1997"|1|"effective memory use in a media server     ,\"edward y. chang , hector garcia-molina\",very large data bases,"|"effective memory use in a media server edward y chang hector garcia molina very large data bases"|"effective memory use media server edward chang hector garcia molina very large data bases"
"975"|974|"architecture of oracle parallel server very large data bases 1998,\"roger bamford , d. butler , boris klots , n. macnaughton\",,"|"1998"|1|"architecture of oracle parallel server very large data bases     ,\"roger bamford , d. butler , boris klots , n. macnaughton\",,"|"architecture of oracle parallel server very large data bases roger bamford d butler boris klots n macnaughton"|"architecture oracle parallel server very large data bases roger bamford butler boris klots macnaughton"
"976"|975|"\"an asynchronous avoidance-based cache consistency algorithm for client caching dbmss m. tamer &#214; zsu , kaladhar voruganti , ronald c. unrau 1998\",,very large data bases,"|"214|1998"|2|"\"an asynchronous avoidance-based cache consistency algorithm for client caching dbmss m. tamer &#   ; zsu , kaladhar voruganti , ronald c. unrau     \",,very large data bases,"|"an asynchronous avoidance based cache consistency algorithm for client caching dbmss m tamer zsu kaladhar voruganti ronald c unrau very large data bases"|"asynchronous avoidance based cache consistency algorithm for client caching dbmss tamer zsu kaladhar voruganti ronald unrau very large data bases"
"977"|976|"\"filtering with approximate predicates narayanan shivakumar , hector garcia-molina , chandra chekuri 1998\",,very large data bases,"|"1998"|1|"\"filtering with approximate predicates narayanan shivakumar , hector garcia-molina , chandra chekuri     \",,very large data bases,"|"filtering with approximate predicates narayanan shivakumar hector garcia molina chandra chekuri very large data bases"|"filtering with approximate predicates narayanan shivakumar hector garcia molina chandra chekuri very large data bases"
"978"|977|"starting ( and sometimes ending ) a database company jack a. orenstein very large data bases 1998,,,"|"1998"|1|"starting ( and sometimes ending ) a database company jack a. orenstein very large data bases     ,,,"|"starting and sometimes ending a database company jack a orenstein very large data bases"|"starting and sometimes ending database company jack orenstein very large data bases"
"979"|978|"the adabas buffer pool manager harald sch &#246; ning 1998,,very large data bases,"|"246|1998"|2|"the adabas buffer pool manager harald sch &#   ; ning     ,,very large data bases,"|"the adabas buffer pool manager harald sch ning very large data bases"|"the adabas buffer pool manager harald sch ning very large data bases"
"980"|979|"the cubetree storage organization very large data bases,\"nick roussopoulos , yannis kotidis\",,1998"|"1998"|1|"the cubetree storage organization very large data bases,\"nick roussopoulos , yannis kotidis\",,    "|"the cubetree storage organization very large data bases nick roussopoulos yannis kotidis"|"the cubetree storage organization very large data bases nick roussopoulos yannis kotidis"
"981"|980|"\"datablitz : a high performance main-memory storage manager jerry baulier , philip bohannon , s. gogate , s. joshi , c. gupta , a. khivesera , henry f. korth , peter mcilroy , j. miller , p. p. s. narayan , m. nemeth , rajeev rastogi , abraham silberschatz , s. sudarshan\",,very large data bases,1998"|"1998"|1|"\"datablitz : a high performance main-memory storage manager jerry baulier , philip bohannon , s. gogate , s. joshi , c. gupta , a. khivesera , henry f. korth , peter mcilroy , j. miller , p. p. s. narayan , m. nemeth , rajeev rastogi , abraham silberschatz , s. sudarshan\",,very large data bases,    "|"datablitz a high performance main memory storage manager jerry baulier philip bohannon s gogate s joshi c gupta a khivesera henry f korth peter mcilroy j miller p p s narayan m nemeth rajeev rastogi abraham silberschatz s sudarshan very large data bases"|"datablitz high performance main memory storage manager jerry baulier philip bohannon gogate joshi gupta khivesera henry korth peter mcilroy miller narayan nemeth rajeev rastogi abraham silberschatz sudarshan very large data bases"
"982"|981|"small materialized aggregates : a light weight index structure for data warehousing very large data bases 1998,guido moerkotte,,"|"1998"|1|"small materialized aggregates : a light weight index structure for data warehousing very large data bases     ,guido moerkotte,,"|"small materialized aggregates a light weight index structure for data warehousing very large data bases guido moerkotte"|"small materialized aggregates light weight index structure for data warehousing very large data bases guido moerkotte"
"983"|982|"\"inferring function semantics to optimize queries mitch cherniack , stanley b. zdonik very large data bases 1998\",,,"|"1998"|1|"\"inferring function semantics to optimize queries mitch cherniack , stanley b. zdonik very large data bases     \",,,"|"inferring function semantics to optimize queries mitch cherniack stanley b zdonik very large data bases"|"inferring function semantics optimize queries mitch cherniack stanley zdonik very large data bases"
"984"|983|"a single pass computing engine for interactive analysis of vldbs ted mihalisin very large data bases 1998,,,"|"1998"|1|"a single pass computing engine for interactive analysis of vldbs ted mihalisin very large data bases     ,,,"|"a single pass computing engine for interactive analysis of vldbs ted mihalisin very large data bases"|"single pass computing engine for interactive analysis vldbs ted mihalisin very large data bases"
"985"|984|"on the discovery of interesting patterns in association rules very large data bases,\"sridhar ramaswamy , sameer mahajan , abraham silberschatz\",,1998"|"1998"|1|"on the discovery of interesting patterns in association rules very large data bases,\"sridhar ramaswamy , sameer mahajan , abraham silberschatz\",,    "|"on the discovery of interesting patterns in association rules very large data bases sridhar ramaswamy sameer mahajan abraham silberschatz"|"the discovery interesting patterns association rules very large data bases sridhar ramaswamy sameer mahajan abraham silberschatz"
"986"|985|"technology and the future of commerce and finance ( abstract ) 1998,david elliot shaw,very large data bases,"|"1998"|1|"technology and the future of commerce and finance ( abstract )     ,david elliot shaw,very large data bases,"|"technology and the future of commerce and finance abstract david elliot shaw very large data bases"|"technology and the future commerce and finance abstract david elliot shaw very large data bases"
"987"|986|"\"incremental maintenance for materialized views over semistructured data serge abiteboul , jason mchugh , michael rys , vasilis vassalos , janet l. wiener\",,very large data bases,1998"|"1998"|1|"\"incremental maintenance for materialized views over semistructured data serge abiteboul , jason mchugh , michael rys , vasilis vassalos , janet l. wiener\",,very large data bases,    "|"incremental maintenance for materialized views over semistructured data serge abiteboul jason mchugh michael rys vasilis vassalos janet l wiener very large data bases"|"incremental maintenance for materialized views over semistructured data serge abiteboul jason mchugh michael rys vasilis vassalos janet wiener very large data bases"
"988"|987|"the drill down benchmark very large data bases 1998,\"peter a. boncz , tim r &#252; hl , fred kwakkel\",,"|"1998|252"|2|"the drill down benchmark very large data bases     ,\"peter a. boncz , tim r &#   ; hl , fred kwakkel\",,"|"the drill down benchmark very large data bases peter a boncz tim r hl fred kwakkel"|"the drill down benchmark very large data bases peter boncz tim fred kwakkel"
"989"|988|"\"reducing the braking distance of an sql query engine michael j. carey , donald kossmann very large data bases\",,,1998"|"1998"|1|"\"reducing the braking distance of an sql query engine michael j. carey , donald kossmann very large data bases\",,,    "|"reducing the braking distance of an sql query engine michael j carey donald kossmann very large data bases"|"reducing the braking distance sql query engine michael carey donald kossmann very large data bases"
"990"|989|"issues in developing very large data warehouses,\"lyman do , pamela drew , wei jin , vish jumani , david van rossum\",very large data bases,1998"|"1998"|1|"issues in developing very large data warehouses,\"lyman do , pamela drew , wei jin , vish jumani , david van rossum\",very large data bases,    "|"issues in developing very large data warehouses lyman do pamela drew wei jin vish jumani david van rossum very large data bases"|"issues developing very large data warehouses lyman pamela drew wei jin vish jumani david van rossum very large data bases"
"991"|990|"\"is web-site management a database problem ? daniela florescu , alon y. levy , dan suciu very large data bases 1998\",,,"|"1998"|1|"\"is web-site management a database problem ? daniela florescu , alon y. levy , dan suciu very large data bases     \",,,"|"is web site management a database problem daniela florescu alon y levy dan suciu very large data bases"|"web site management database problem daniela florescu alon levy dan suciu very large data bases"
"992"|991|"\"a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz\",,very large data bases,1998"|"1998"|1|"\"a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz\",,very large data bases,    "|"a database system for real time event aggregation in telecommunication jerry baulier stephen blott henry f korth abraham silberschatz very large data bases"|"database system for real time event aggregation telecommunication jerry baulier stephen blott henry korth abraham silberschatz very large data bases"
"993"|992|"a raster approximation for processing of spatial joins very large data bases,\"geraldo zimbrao , jano moreira de souza\",,1998"|"1998"|1|"a raster approximation for processing of spatial joins very large data bases,\"geraldo zimbrao , jano moreira de souza\",,    "|"a raster approximation for processing of spatial joins very large data bases geraldo zimbrao jano moreira de souza"|"raster approximation for processing spatial joins very large data bases geraldo zimbrao jano moreira souza"
"994"|993|"diag-join : an opportunistic join algorithm for 1 : n relationships very large data bases,\"sven helmer , till westmann , guido moerkotte\",,1998"|"1|1998"|2|"diag-join : an opportunistic join algorithm for   : n relationships very large data bases,\"sven helmer , till westmann , guido moerkotte\",,    "|"diag join an opportunistic join algorithm for n relationships very large data bases sven helmer till westmann guido moerkotte"|"diag join opportunistic join algorithm for relationships very large data bases sven helmer till westmann guido moerkotte"
"995"|994|"the heterogeneity problem and middleware technology : experiences with and performance of database gateways 1998,\"fernando de ferreira rezende , klaudia hergula\",very large data bases,"|"1998"|1|"the heterogeneity problem and middleware technology : experiences with and performance of database gateways     ,\"fernando de ferreira rezende , klaudia hergula\",very large data bases,"|"the heterogeneity problem and middleware technology experiences with and performance of database gateways fernando de ferreira rezende klaudia hergula very large data bases"|"the heterogeneity problem and middleware technology experiences with and performance database gateways fernando ferreira rezende klaudia hergula very large data bases"
"996"|995|"bridging heterogeneity : research and practice of database middleware technology 1998,\"fernando de ferreira rezende , g &#252; nter sauter\",very large data bases,"|"1998|252"|2|"bridging heterogeneity : research and practice of database middleware technology     ,\"fernando de ferreira rezende , g &#   ; nter sauter\",very large data bases,"|"bridging heterogeneity research and practice of database middleware technology fernando de ferreira rezende g nter sauter very large data bases"|"bridging heterogeneity research and practice database middleware technology fernando ferreira rezende nter sauter very large data bases"
"997"|996|"\"a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces roger weber , hans-j &#246; rg schek , stephen blott very large data bases\",,,1998"|"246|1998"|2|"\"a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces roger weber , hans-j &#   ; rg schek , stephen blott very large data bases\",,,    "|"a quantitative analysis and performance study for similarity search methods in high dimensional spaces roger weber hans j rg schek stephen blott very large data bases"|"quantitative analysis and performance study for similarity search methods high dimensional spaces roger weber hans schek stephen blott very large data bases"
"998"|997|"\"resource scheduling for composite multimedia objects minos n. garofalakis , yannis e. ioannidis , banu &#214; zden very large data bases 1998\",,,"|"214|1998"|2|"\"resource scheduling for composite multimedia objects minos n. garofalakis , yannis e. ioannidis , banu &#   ; zden very large data bases     \",,,"|"resource scheduling for composite multimedia objects minos n garofalakis yannis e ioannidis banu zden very large data bases"|"resource scheduling for composite multimedia objects minos garofalakis yannis ioannidis banu zden very large data bases"
"999"|998|"\"secure buffering in firm real-time database systems binto george , jayant r. haritsa very large data bases 1998\",,,"|"1998"|1|"\"secure buffering in firm real-time database systems binto george , jayant r. haritsa very large data bases     \",,,"|"secure buffering in firm real time database systems binto george jayant r haritsa very large data bases"|"secure buffering firm real time database systems binto george jayant haritsa very large data bases"
"1000"|999|"optimal histograms with quality guarantees very large data bases 1998,\"h. v. jagadish , nick koudas , s. muthukrishnan , viswanath poosala , kenneth c. sevcik , torsten suel\",,"|"1998"|1|"optimal histograms with quality guarantees very large data bases     ,\"h. v. jagadish , nick koudas , s. muthukrishnan , viswanath poosala , kenneth c. sevcik , torsten suel\",,"|"optimal histograms with quality guarantees very large data bases h v jagadish nick koudas s muthukrishnan viswanath poosala kenneth c sevcik torsten suel"|"optimal histograms with quality guarantees very large data bases jagadish nick koudas muthukrishnan viswanath poosala kenneth sevcik torsten suel"
"1001"|1000|"on optimal node splitting for r-trees 1998,\"yv &#225; n j. garc &#237; a , mario a. lopez , scott t. leutenegger\",very large data bases,"|"1998|225|237"|3|"on optimal node splitting for r-trees     ,\"yv &#   ; n j. garc &#   ; a , mario a. lopez , scott t. leutenegger\",very large data bases,"|"on optimal node splitting for r trees yv n j garc a mario a lopez scott t leutenegger very large data bases"|"optimal node splitting for trees garc mario lopez scott leutenegger very large data bases"
"1002"|1001|"materialized view selection for multidimensional datasets very large data bases,\"amit shukla , prasad deshpande , jeffrey f. naughton\",,1998"|"1998"|1|"materialized view selection for multidimensional datasets very large data bases,\"amit shukla , prasad deshpande , jeffrey f. naughton\",,    "|"materialized view selection for multidimensional datasets very large data bases amit shukla prasad deshpande jeffrey f naughton"|"materialized view selection for multidimensional datasets very large data bases amit shukla prasad deshpande jeffrey naughton"
"1003"|1002|"\"algorithms for mining association rules for binary segmentations of huge categorical databases yasuhiko morimoto , takeshi fukuda , hirofumi matsuzawa , takeshi tokuyama , kunikazu yoda very large data bases\",,,1998"|"1998"|1|"\"algorithms for mining association rules for binary segmentations of huge categorical databases yasuhiko morimoto , takeshi fukuda , hirofumi matsuzawa , takeshi tokuyama , kunikazu yoda very large data bases\",,,    "|"algorithms for mining association rules for binary segmentations of huge categorical databases yasuhiko morimoto takeshi fukuda hirofumi matsuzawa takeshi tokuyama kunikazu yoda very large data bases"|"algorithms for mining association rules for binary segmentations huge categorical databases yasuhiko morimoto takeshi fukuda hirofumi matsuzawa takeshi tokuyama kunikazu yoda very large data bases"
"1004"|1003|"ibm 's db2 universal database demonstrations at vldb '98 1998,\"k. bernhard schiefer , jim kleewein , karen brannon , guy m. lohman , gene fuh\",very large data bases,"|"2|98|1998"|3|"ibm 's db  universal database demonstrations at vldb '       ,\"k. bernhard schiefer , jim kleewein , karen brannon , guy m. lohman , gene fuh\",very large data bases,"|"ibm s db universal database demonstrations at vldb k bernhard schiefer jim kleewein karen brannon guy m lohman gene fuh very large data bases"|"ibm universal database demonstrations vldb bernhard schiefer jim kleewein karen brannon guy lohman gene fuh very large data bases"
"1005"|1004|"\"checkpointing in oracle ashok joshi , william bridge , juan loaiza , tirthankar lahiri very large data bases 1998\",,,"|"1998"|1|"\"checkpointing in oracle ashok joshi , william bridge , juan loaiza , tirthankar lahiri very large data bases     \",,,"|"checkpointing in oracle ashok joshi william bridge juan loaiza tirthankar lahiri very large data bases"|"checkpointing oracle ashok joshi william bridge juan loaiza tirthankar lahiri very large data bases"
"1006"|1005|"determining text databases to search in the internet very large data bases 1998,\"weiyi meng , king-lup liu , clement t. yu , xiaodong wang , yuhsi chang , naphtali rishe\",,"|"1998"|1|"determining text databases to search in the internet very large data bases     ,\"weiyi meng , king-lup liu , clement t. yu , xiaodong wang , yuhsi chang , naphtali rishe\",,"|"determining text databases to search in the internet very large data bases weiyi meng king lup liu clement t yu xiaodong wang yuhsi chang naphtali rishe"|"determining text databases search the internet very large data bases weiyi meng king lup liu clement xiaodong wang yuhsi chang naphtali rishe"
"1007"|1006|"safely and efficiently updating references during on-line reorganization very large data bases,\"chendong zou , betty salzberg\",,1998"|"1998"|1|"safely and efficiently updating references during on-line reorganization very large data bases,\"chendong zou , betty salzberg\",,    "|"safely and efficiently updating references during on line reorganization very large data bases chendong zou betty salzberg"|"safely and efficiently updating references during line reorganization very large data bases chendong zou betty salzberg"
"1008"|1007|"public : a decision tree classifier that integrates building and pruning very large data bases 1998,\"rajeev rastogi , kyuseok shim\",,"|"1998"|1|"public : a decision tree classifier that integrates building and pruning very large data bases     ,\"rajeev rastogi , kyuseok shim\",,"|"public a decision tree classifier that integrates building and pruning very large data bases rajeev rastogi kyuseok shim"|"public decision tree classifier that integrates building and pruning very large data bases rajeev rastogi kyuseok shim"
"1009"|1008|"buffering and read-ahead strategies for external mergesort,\"weiye zhang , per - &#197; ke larson\",very large data bases,1998"|"197|1998"|2|"buffering and read-ahead strategies for external mergesort,\"weiye zhang , per - &#   ; ke larson\",very large data bases,    "|"buffering and read ahead strategies for external mergesort weiye zhang per ke larson very large data bases"|"buffering and read ahead strategies for external mergesort weiye zhang per larson very large data bases"
"1010"|1009|"\"mindreader : querying databases through multiple examples yoshiharu ishikawa , ravishankar subramanya , christos faloutsos very large data bases\",,,1998"|"1998"|1|"\"mindreader : querying databases through multiple examples yoshiharu ishikawa , ravishankar subramanya , christos faloutsos very large data bases\",,,    "|"mindreader querying databases through multiple examples yoshiharu ishikawa ravishankar subramanya christos faloutsos very large data bases"|"mindreader querying databases through multiple examples yoshiharu ishikawa ravishankar subramanya christos faloutsos very large data bases"
"1011"|1010|"\"rainforest - a framework for fast decision tree construction of large datasets johannes gehrke , raghu ramakrishnan , venkatesh ganti 1998\",,very large data bases,"|"1998"|1|"\"rainforest - a framework for fast decision tree construction of large datasets johannes gehrke , raghu ramakrishnan , venkatesh ganti     \",,very large data bases,"|"rainforest a framework for fast decision tree construction of large datasets johannes gehrke raghu ramakrishnan venkatesh ganti very large data bases"|"rainforest framework for fast decision tree construction large datasets johannes gehrke raghu ramakrishnan venkatesh ganti very large data bases"
"1012"|1011|"design and analysis of parametric query optimization algorithms very large data bases,sumit ganguly,,1998"|"1998"|1|"design and analysis of parametric query optimization algorithms very large data bases,sumit ganguly,,    "|"design and analysis of parametric query optimization algorithms very large data bases sumit ganguly"|"design and analysis parametric query optimization algorithms very large data bases sumit ganguly"
"1013"|1012|"mining surprising patterns using temporal description length 1998,\"soumen chakrabarti , sunita sarawagi , byron dom\",very large data bases,"|"1998"|1|"mining surprising patterns using temporal description length     ,\"soumen chakrabarti , sunita sarawagi , byron dom\",very large data bases,"|"mining surprising patterns using temporal description length soumen chakrabarti sunita sarawagi byron dom very large data bases"|"mining surprising patterns using temporal description length soumen chakrabarti sunita sarawagi byron dom very large data bases"
"1014"|1013|"\"performance measurements of tertiary storage devices theodore johnson , ethan l. miller very large data bases 1998\",,,"|"1998"|1|"\"performance measurements of tertiary storage devices theodore johnson , ethan l. miller very large data bases     \",,,"|"performance measurements of tertiary storage devices theodore johnson ethan l miller very large data bases"|"performance measurements tertiary storage devices theodore johnson ethan miller very large data bases"
"1015"|1014|"using schema matching to simplify heterogeneous data translation 1998,\"tova milo , sagit zohar\",very large data bases,"|"1998"|1|"using schema matching to simplify heterogeneous data translation     ,\"tova milo , sagit zohar\",very large data bases,"|"using schema matching to simplify heterogeneous data translation tova milo sagit zohar very large data bases"|"using schema matching simplify heterogeneous data translation tova milo sagit zohar very large data bases"
"1016"|1015|"dtl 's dataspot : database exploration using plain language,\"shaul dar , gadi entin , shai geva , eran palmon\",very large data bases,1998"|"1998"|1|"dtl 's dataspot : database exploration using plain language,\"shaul dar , gadi entin , shai geva , eran palmon\",very large data bases,    "|"dtl s dataspot database exploration using plain language shaul dar gadi entin shai geva eran palmon very large data bases"|"dtl dataspot database exploration using plain language shaul dar gadi entin shai geva eran palmon very large data bases"
"1017"|1016|"bulk-loading techniques for object databases and an application to relational data very large data bases 1998,\"sihem amer-yahia , sophie cluet , claude delobel\",,"|"1998"|1|"bulk-loading techniques for object databases and an application to relational data very large data bases     ,\"sihem amer-yahia , sophie cluet , claude delobel\",,"|"bulk loading techniques for object databases and an application to relational data very large data bases sihem amer yahia sophie cluet claude delobel"|"bulk loading techniques for object databases and application relational data very large data bases sihem amer yahia sophie cluet claude delobel"
"1018"|1017|"\"low-cost compensation-based query processing &#216; ystein gr &#248; vlen , svein-olaf hvasshovd , &#216; ystein torbj &#248; rnsen\",,very large data bases,1998"|"216|248|216|248|1998"|5|"\"low-cost compensation-based query processing &#   ; ystein gr &#   ; vlen , svein-olaf hvasshovd , &#   ; ystein torbj &#   ; rnsen\",,very large data bases,    "|"low cost compensation based query processing ystein gr vlen svein olaf hvasshovd ystein torbj rnsen very large data bases"|"low cost compensation based query processing ystein vlen svein olaf hvasshovd ystein torbj rnsen very large data bases"
"1019"|1018|"the national medical knowledge bank warren sterling very large data bases,,,1998"|"1998"|1|"the national medical knowledge bank warren sterling very large data bases,,,    "|"the national medical knowledge bank warren sterling very large data bases"|"the national medical knowledge bank warren sterling very large data bases"
"1020"|1019|"\"clustering categorical data : an approach based on dynamical systems david gibson , jon m. kleinberg , prabhakar raghavan very large data bases\",,,1998"|"1998"|1|"\"clustering categorical data : an approach based on dynamical systems david gibson , jon m. kleinberg , prabhakar raghavan very large data bases\",,,    "|"clustering categorical data an approach based on dynamical systems david gibson jon m kleinberg prabhakar raghavan very large data bases"|"clustering categorical data approach based dynamical systems david gibson jon kleinberg prabhakar raghavan very large data bases"
